id,household,age,gender
1952533,13418714,28,1
1952687,13419455,46,1
1968407,13660460,14,0
1968682,10170743,67,1
1979683,13820033,22,1
1979827,13826349,52,0
1979907,13826447,56,0
1980091,6792565,24,1
1992746,13920401,54,1
1993102,13928710,76,0
1993122,13928847,73,0
2016158,14280603,50,0
2016163,14280427,52,0
2016278,14280447,52,0
2020543,14359648,44,1
2020939,36803811,23,1
2021245,14380911,66,1
2022519,14394232,52,0
2022688,14398606,24,0
2022738,14398578,24,0
2022980,14407594,47,1
2038441,14661391,47,1
2038573,7262238,18,1
2045364,14758036,38,1
2045468,14763728,66,1
2045532,14763843,63,1
2046119,14772374,63,1
2075903,15202575,10,1
2075904,15202633,9,1
2087530,15372421,54,0
2090924,15418273,44,1
2093398,15444707,76,0
2093424,15444791,77,0
2110079,15627191,69,1
2131785,15749303,52,0
2141058,15885325,17,0
2141324,15888872,79,0
2141326,15888983,79,0
2141342,15888949,75,0
2146598,36564836,53,1
2146699,15966317,40,0
2146724,15966334,41,0
344528,35394561,48,0
348328,35436484,12,0
348860,35443344,28,1
2154191,16085243,52,1
2154200,16085202,51,1
2211099,16812377,4,1
2216636,16894039,55,0
2216684,16894152,59,0
2216886,14985775,58,1
2234894,17169651,62,1
2238074,11352300,16,0
2238170,17206637,80,1
2264647,17553261,86,0
2264919,17559358,85,1
2267249,17584361,44,0
2304384,18008446,18,0
2307807,18058936,52,1
2308131,18062614,27,0
2308260,18064422,55,1
2341072,18546826,75,1
2341145,18551150,40,0
2358838,18769075,37,0
2361928,18801291,57,0
2361934,18801288,55,0
2364117,18831645,35,0
2364277,18832638,69,0
2364401,18833202,94,0
2373477,18932358,26,0
2373661,18933549,49,1
2408363,19435681,29,1
2408900,19442810,5,0
2412414,19520863,38,1
2412422,19521022,42,1
2428991,19868492,58,1
2429119,19870479,52,0
2429132,19870480,51,0
2451190,9424319,12,1
1611590,9627928,48,0
1611600,9627864,50,0
1611656,9627825,51,0
2483661,767370,54,1
2515166,21688699,7,0
2527123,21892200,61,1
2527223,21899401,46,0
2527275,21899464,44,0
2527305,21899387,42,0
2572444,22891755,40,0
2595375,23473171,26,1
2595401,23473200,26,1
2626920,24211104,46,0
2626926,24211124,43,0
2626955,24211189,42,0
2626977,24211099,43,0
2627078,1364521,34,0
2629126,24252377,71,1
2642044,664015,74,0
2647600,17601313,13,0
2647948,24622176,56,1
2666193,25041729,53,0
2690276,25600605,71,1
2690372,25604357,28,1
2691553,25624795,60,1
2691653,25624854,58,1
2691665,25624923,57,1
2692743,25643513,76,1
2692967,25651987,46,1
2708684,25957246,78,1
2708692,25957243,78,1
2708779,25957387,77,1
2743449,36899687,81,0
2787372,27538810,34,1
2787464,27538933,35,1
2787688,15288918,57,0
2792841,27617808,82,1
2821015,13069690,52,0
2831208,28376990,50,0
2832065,28393430,49,0
2839700,28555971,36,1
2839776,28555909,35,1
2839796,28556015,34,1
2839800,28555950,34,1
2839844,28556073,36,1
2848329,28717473,41,1
2848685,502816,48,1
2856467,28865010,52,1
1139160,5199559,54,1
1139410,5200142,78,0
2865206,29050292,47,0
2865250,29050382,49,0
2865278,29050414,51,0
2865287,29050359,47,0
2865310,29050410,50,0
2865314,29050299,51,0
2877288,29319938,62,0
2877384,29323032,65,1
2877450,29323003,61,1
2877460,29323021,62,1
2889076,29606222,72,0
2889166,29606111,69,0
2889174,29606188,72,0
2901799,29845362,54,1
2923683,6772384,56,1
2923701,6772279,57,1
2923799,6772353,58,1
2923803,6772252,60,1
2923839,6772201,59,1
2927888,2758029,47,1
2936094,30518413,74,0
2936402,10040951,80,0
2938039,30563937,53,0
2938251,30567394,48,0
2984087,31412290,30,1
2984186,31413677,77,0
2990724,31526147,84,1
2997251,31652547,35,0
2997403,31658154,13,0
2997411,31658127,17,0
2997435,31658143,14,0
2997503,31658099,17,0
2997563,31658186,17,0
2999048,11451043,38,0
2999273,31684264,11,0
2999303,31684178,14,0
2999414,31684261,13,0
2999435,31684195,15,0
2999459,31684252,13,0
3009643,31843470,26,1
3015834,31996796,41,1
3018023,9435089,50,1
3021335,32125798,32,1
3021615,17659913,62,0
3025214,32226463,12,1
3027420,32263234,38,0
3027620,29238076,36,0
3030927,32317646,77,1
3031012,32317872,42,1
3031047,32317766,43,1
3031097,32317747,44,1
3077876,33189149,59,1
3078098,33192550,71,0
3119023,34014074,84,0
3143427,34442655,21,1
3162941,34751722,11,0
3166598,34818623,60,1
3187262,34869689,55,0
3188437,34870803,73,0
3188494,34870985,53,0
3193949,34876241,62,1
3194084,34876201,61,1
3194094,34876327,62,1
3194694,2726180,49,0
3194809,34877118,34,1
3210015,34890980,45,1
3213834,34894614,20,1
3213884,34894589,20,1
3213919,34894684,21,1
3213934,34894674,22,1
3220928,34902263,24,0
3221004,34902254,25,0
3221452,34902683,68,1
3240082,34921268,56,0
3240086,34921240,54,0
3240197,34921515,36,0
3256606,34936191,77,1
3256625,34936223,80,1
3256754,34936445,75,1
3264199,34943252,49,1
3264379,34943290,47,0
3264529,34943518,78,0
3264724,34943871,64,0
1104826,3632033,12,0
3292333,34970263,24,0
3292409,34970257,22,0
3292445,34970406,87,0
3292455,34970371,84,0
3292509,34970453,88,0
3310167,34987411,35,0
3143310,34440264,20,1
3143374,34440211,20,1
3143376,34440113,20,1
3334353,7682565,47,1
3334419,7682421,47,1
3352760,34926989,34,0
3357750,35034448,82,1
3361930,16481879,51,0
3362000,16481931,55,0
3362062,16481912,55,0
3362082,16481917,52,0
3367801,35045127,33,0
3367817,35045006,33,0
3367830,35045099,37,0
3367861,35044983,35,0
3367871,35045121,36,0
3367920,35045075,33,0
3367922,35045303,82,0
251295,24800421,72,0
251301,24800518,71,0
251358,24817300,23,1
3375224,35052838,17,1
3375252,35052823,15,1
3384558,35061646,40,1
3385213,35062369,78,1
3395627,35072294,6,1
3406593,35084069,26,0
3406869,35084261,61,0
3418775,35097409,72,1
3418873,35097463,52,0
3427587,35105584,23,1
3452105,35129953,81,0
3452309,2031079,75,1
1117956,4995789,34,0
1117982,4995710,33,0
1118066,4995694,34,0
1118072,4995725,34,0
1118078,4995739,30,0
1118096,4995834,30,0
3463155,35141098,45,0
3463351,35141277,64,0
3491139,35167409,19,0
3491175,35167500,22,0
3493900,35170639,36,0
3494146,13067112,75,1
3502121,35178160,45,1
3528005,35202415,56,0
3528044,35202504,55,0
3528074,35202430,55,0
3550222,35226390,65,1
3550380,35226476,19,0
3574664,35251003,6,0
3574964,36932305,23,0
3583681,35258948,54,0
3584008,35259344,63,0
3584052,35259386,65,0
3584076,35259415,63,0
3584088,35259338,63,0
3584576,35259865,63,1
3605060,35279785,35,0
3605196,35280000,71,1
3608344,35283222,79,0
3614853,35290660,68,1
3640282,5661700,6,0
3640283,5661659,9,0
3640319,5661597,6,0
3646870,35321269,22,0
3647812,35322468,75,0
3653117,35327278,55,1
3657850,35331421,85,1
3658022,35331590,27,1
3658090,35331622,27,1
3658094,35331611,26,1
3661860,35335493,30,1
3661906,35335447,31,1
3662414,35336169,2,0
3662634,35336463,62,0
3662854,35336764,17,0
3676570,35349849,4,1
3676732,35350048,81,1
3696319,35368210,48,0
3696539,35368507,35,0
3662687,35336507,61,0
3662787,35336756,19,0
3662903,35336714,20,0
3709795,35381223,68,1
3725820,3622372,61,0
3725883,3622325,62,0
3725934,3622334,62,0
3725955,35398382,79,1
3729035,35401171,41,1
3753091,35425158,82,0
3763334,35436865,61,0
3763438,35437077,37,1
3766241,35439435,63,1
3767594,35440620,62,0
3793352,35464008,9,1
3793430,35464308,49,0
3805118,35475057,52,1
3825920,35496014,44,0
3829689,35499640,2,1
3829737,35499745,3,1
3829740,35499710,4,1
3829800,35499796,5,1
3853381,638189,8,0
3864302,35533447,14,1
3864446,35533362,14,1
3864450,35533358,13,1
3864542,35533652,29,0
3866407,35534919,8,1
3866477,35534831,6,1
3887790,35556066,68,0
3888280,37935141,44,0
3907754,34052609,59,0
3907815,35575342,69,1
3907877,35575281,66,1
3911513,35578541,61,0
3920036,35587749,20,1
3920047,35587671,20,1
3936123,35763379,43,1
3936127,35763350,43,1
3959510,35628264,19,1
3959622,35628255,19,1
3959798,35628396,28,1
3971914,120853,16,0
3971923,120862,14,0
3972043,35639629,59,0
3972223,35639798,13,1
3973186,6685300,20,0
3984585,35651636,13,0
3992176,35657915,48,1
4007348,35671840,72,0
4007536,35672094,12,0
4007548,35672153,10,0
4008811,35577911,36,1
4028653,35692189,49,1
4029500,35693304,65,0
4029564,35693326,66,0
4040251,35702920,52,1
4043803,3454042,43,1
4043888,35706104,74,1
4064518,30803207,23,0
4064610,30803254,20,0
4074615,35732584,21,0
4083010,35740338,5,1
4083064,35740475,7,1
4083076,35740382,5,1
4083140,11840422,18,0
131243,7498579,77,0
131403,7562824,19,1
4101047,4837883,54,0
4101079,4837793,57,0
4101089,4837788,57,0
4101101,4837886,54,0
2289,14925359,64,0
2373,14925413,61,0
4113082,35767032,49,1
907820,2856857,48,0
4151036,16897877,53,0
4151044,16897778,49,0
4151464,35805081,67,1
4154947,35188776,47,0
4161972,35815337,36,0
4176966,35829205,20,0
346676,35421499,14,0
4192422,13182967,10,1
4192456,13182941,10,1
4192474,13182979,8,1
4205031,35855853,53,0
4223599,35874582,22,1
4223658,35874597,22,1
4223671,35874559,22,1
4240548,35889729,66,1
4245005,35894500,50,1
4245536,35895397,24,0
4258427,35906953,56,1
4278390,35925251,38,0
4278480,35925320,32,1
4278540,35925358,33,1
4278546,35925374,33,1
4286056,35931740,22,1
4293886,35939521,16,1
4294275,35939837,16,0
4296849,35941897,72,1
4297043,35942282,47,0
4299369,35944480,9,1
4299474,35944577,11,1
4307038,35952177,30,0
4308393,35953582,63,0
4308423,35953433,61,0
4308433,35953587,62,0
4341263,35985356,64,0
4341276,35985379,62,0
4376091,7413887,51,1
4376184,7413862,49,1
4384472,36024189,7,0
4385939,36025311,23,0
4393933,36033374,12,1
4397481,36036526,49,0
4397657,36036678,24,1
4398367,36037403,34,1
4398406,36037330,33,1
4398417,36037401,30,1
4398441,36037345,31,1
4398451,36037374,34,1
4398454,36037398,32,1
4398477,36037340,32,1
4398479,36037396,33,1
4411151,36049456,76,1
4411165,33112177,2,0
4411167,33112245,3,0
4412142,36050541,37,1
4412234,36050792,48,1
4425229,36061290,51,0
4425465,36061465,61,0
2367419,18850423,41,1
4466066,36096945,73,0
4484070,36113912,72,0
4484338,35447595,70,1
4484410,35447579,72,1
3959549,35628190,17,1
3959729,35628384,27,1
3959953,15325375,46,1
3960389,35628744,75,1
4534588,36162287,75,0
4545439,36171172,79,1
4545559,36171466,60,0
4574274,36197015,62,0
4574430,36197065,82,0
4574616,36197254,60,0
4293738,35939258,71,1
4293783,35939308,71,1
4602665,36223301,64,1
4602734,36223317,63,1
4602752,36223288,65,1
4602806,12607735,77,1
4602839,12607647,77,1
4602920,12607691,75,1
4602968,36223531,33,1
4610254,36229405,59,0
4610260,36229540,57,0
4612065,36230793,72,1
4615585,36234526,38,1
4615790,36234730,60,1
4621524,36239666,3,1
4638109,36253686,53,0
4638115,36253687,56,0
4638116,36253703,54,0
4649118,5160055,42,1
4657625,36273201,84,0
4657649,36273158,86,0
4663403,36278412,37,0
4663423,36278516,38,0
4663495,36278770,25,0
4664195,35694400,54,0
4664205,35694398,54,0
4664260,35694334,51,0
4680225,36292845,68,0
4684642,36297023,37,0
4684732,36297039,40,0
4684746,36297031,40,0
4723342,36332657,36,1
4723426,36332638,36,1
2131730,15748564,73,1
4737784,36346278,27,1
2437946,20041914,13,1
4791039,36394922,46,0
4791071,36394875,44,0
4800776,36404716,60,0
4800851,35066766,50,0
4801413,36405414,11,1
4802101,36405971,51,1
4808865,36412916,67,1
4809432,36413740,60,1
3887423,35555867,77,0
3887822,35556373,55,1
4835121,32105641,71,0
4835301,36437566,30,1
4841449,35334958,42,1
4841742,36443366,74,1
4841774,36443330,75,1
4848761,35825397,45,0
4848879,36450364,73,0
4860914,36460727,84,0
3352929,2096805,17,0
3353022,2096718,16,0
2280075,17678693,43,1
4956051,36541793,78,1
4956108,36541804,79,1
4956148,36541867,81,1
4956206,36541966,50,0
4965387,36549814,45,1
4974807,36556923,13,0
4974829,36557006,13,0
4974887,36557066,13,0
4974895,36556969,12,0
4974921,36556989,11,0
4975011,36557196,72,1
4975021,36557136,72,1
4975121,36557435,45,1
5000766,36580972,45,1
4161893,35815410,35,0
5021955,35668587,9,1
5022063,36600557,52,1
5022107,36600438,48,1
5022275,36600629,70,0
5022475,36601000,34,0
5025238,36603357,40,1
5050881,13369539,50,1
5051101,36627956,36,1
5084413,36659385,57,0
5084418,36659350,58,0
5084446,36659294,59,0
5089778,35157025,39,1
5090890,36664133,68,1
5096395,12307310,64,0
5096447,12307349,64,0
5097157,21308215,31,0
5097229,36670011,70,1
5097334,36669963,70,1
5124379,7078092,8,0
896190,2749388,39,1
896638,2751140,23,0
5157997,36724793,26,1
5158139,1317047,87,0
5158141,1317050,83,0
5158165,1316901,85,0
5158187,1316925,85,0
5171170,35487946,10,1
5176616,36741097,3,1
5176653,36741075,4,1
5214400,4725138,83,1
5214418,4725074,80,1
5219945,7777779,55,1
5220003,36778652,77,0
5224503,36782848,35,1
5227465,36785189,43,0
5227633,36785349,69,0
5243098,5110432,31,1
5250289,36805094,25,0
5250341,36805141,24,0
5250517,36805396,48,0
5252261,36807185,75,0
5252359,36807176,76,0
5266907,36821924,41,0
5281730,36225422,34,0
5285763,36839090,12,0
5285811,36838932,12,0
5285823,36839086,14,0
5292446,32297591,60,1
5295431,36464309,63,1
5295595,36847109,45,0
5295599,36847096,45,0
5295767,36847437,22,1
4663017,36277995,55,0
4663245,36278248,28,1
4663261,36278495,38,0
4663317,36278362,38,0
4663337,36278502,35,0
4663353,36278522,36,0
5304928,806875,39,0
5305321,36856563,6,1
5306454,36857562,7,1
5306458,36857712,7,1
5307529,36858736,61,0
5307591,36858850,64,0
5307617,36858878,63,0
192990,14200958,34,1
193293,14245884,83,1
5323333,35006156,71,1
5323383,35006173,72,1
5323407,35006252,71,1
5324061,36874389,23,0
5325698,36875515,71,0
5325758,36875651,20,1
5325766,36875674,19,1
5325814,36875687,20,1
5325818,36875665,21,1
5325934,36876030,83,1
5325988,36876022,81,1
5343924,36892532,73,1
5345401,36342479,51,0
5346875,36895130,34,0
5346878,36895256,35,0
5347403,9172554,53,1
5347989,36895868,27,1
5348273,16464581,39,1
5353099,8312499,63,0
5378295,36923802,5,1
5382337,3537236,32,1
5382346,3537191,32,1
5423042,36961576,44,0
5423078,36961563,46,0
5423110,36961443,47,0
5429569,36967171,80,0
5429689,36967297,46,0
5452701,36495777,16,1
5452707,36495708,14,1
5452708,36495871,14,1
5452741,36495714,17,1
5452775,36987401,43,1
5455356,36989870,25,1
5456445,36990745,64,1
5459080,36993229,24,1
5467432,36999417,9,1
5467513,36999452,41,0
5474320,37004981,58,0
5474384,37005082,54,0
5474410,37005077,54,0
5474419,37005142,56,0
5497149,37024493,52,1
5531042,37055364,39,1
5538524,37061180,2,0
5545132,16482004,25,1
5545136,16481888,27,1
5545140,16481912,26,1
5545148,16481883,26,1
5545226,16481928,27,1
5545244,16482070,23,1
5545250,16481879,26,1
5545527,37067503,58,1
5545689,1525435,40,0
5563375,10410382,55,0
5563411,10410430,55,0
5563469,10410390,52,0
5574019,37090559,23,0
5580589,37094963,38,1
5580646,37094975,36,1
5600305,37424491,35,1
5600471,37111484,35,1
5600541,3112535,15,1
5606403,37116047,56,1
5606413,37116022,55,1
5606435,37116023,59,1
5606493,37116225,53,1
5612780,37122132,25,0
5612846,37122208,29,0
5612867,37122262,27,0
5612887,37122236,26,0
5619515,30056259,10,1
1352186,7228187,37,0
1352270,7229427,63,0
1352438,7230588,38,1
1352561,7232474,62,1
5626155,35452123,81,1
5650508,37154819,19,0
5650521,37154677,21,0
5650525,37154778,21,0
5650560,37154842,18,0
5650766,37155107,44,1
5650800,37155120,42,1
5650896,37155096,45,1
5651036,37155253,91,0
5651312,37155551,36,0
5654315,37157889,76,0
5655804,37159042,51,1
5655972,37159243,35,0
5672902,37174984,45,1
5686134,3495999,9,0
5686161,3495994,8,0
5698978,37198445,33,1
5699064,37198488,33,1
5700667,37199971,33,0
5700731,37200014,31,0
5700883,37200096,79,0
5700993,37200295,34,1
5708207,37206114,68,0
5724789,37221715,57,1
5724892,32503971,12,1
5725064,37222035,51,1
5725092,37221966,47,1
5729593,37225773,71,1
5729785,37225875,21,0
5479531,37008579,9,0
5772702,37265174,80,1
5772705,37265241,80,1
5772960,37265355,47,0
5781664,35024827,15,1
2045934,18551075,12,0
5802113,35507097,41,1
5802389,37292143,30,0
5815652,37302238,28,0
5838976,37323030,12,1
5839028,37323105,11,1
5839117,37323287,71,1
5839146,37323286,70,1
5855667,2422781,18,0
5856351,37337596,59,1
3729156,35401344,42,1
3729222,35401364,40,1
5866722,22253648,45,1
5872387,1481303,79,0
5872499,37352173,63,1
5873629,37353378,68,0
5873635,37353251,65,0
5878301,37357139,39,1
5878349,37357012,37,1
5878448,37357172,35,1
5878481,37357007,35,1
5882099,35914272,58,1
5882207,36664887,4,0
5892645,37368780,9,1
5892746,37369149,60,0
5898059,37373393,36,0
5898083,37373490,33,0
5898229,37373501,36,0
5909062,37382318,16,0
5909426,37382646,64,0
5909570,37383062,34,1
5909714,37383130,60,0
5924470,37397275,39,0
5943857,37413646,72,0
5958664,37426626,47,0
5958949,3860854,52,0
5960463,13849250,43,0
5967862,37434417,14,1
5968060,17203891,15,0
5968093,17203904,14,0
5344914,36883543,80,1
5980281,37445124,57,1
5980409,37445198,87,0
5986666,1968120,52,0
6008509,37470035,12,1
6008851,37470259,14,0
5545137,16481978,24,1
5545169,16481979,26,1
5545185,16481931,26,1
5545219,16481917,27,1
5545329,37067568,58,1
5545357,37067442,57,1
5545433,37067385,59,1
6039731,36478933,45,1
6039927,37496043,50,0
6040079,37496295,70,0
6058828,37050905,61,1
3972649,22207967,49,1
515292,37320389,31,0
515310,37320362,31,0
515340,37320291,29,0
6072833,37525646,55,1
6081539,37532025,60,0
6081739,37532450,50,1
6098480,35035423,55,0
6098720,37545943,23,0
6098815,37546065,23,0
6100451,37547160,46,0
6100553,37547307,34,0
6112966,37558120,74,0
6113293,36857620,42,0
2481795,20972130,66,0
2482055,20974769,38,1
2482211,20976107,54,0
6127768,37570886,59,1
6140975,35335447,6,0
6141098,37582731,23,0
6141105,37582810,26,0
6168800,37604398,31,0
6172016,35040694,37,1
6172514,37606868,46,0
6209916,37085022,41,0
5305571,36857062,25,0
4679161,36291891,45,1
6273381,37686530,41,1
6282527,8440006,8,0
6282548,8439901,7,0
6298481,37708069,46,0
6315026,8024413,47,1
6315118,8024447,48,1
6320264,37723576,28,1
6320281,37723755,54,0
6340707,37741725,19,1
6340775,37742116,50,0
6354839,37753274,63,0
6354891,37753331,61,0
6354939,37753356,62,0
6354971,37753319,63,0
6354975,37753248,64,0
6366639,22462071,92,1
6366974,17219276,36,0
6367059,17219336,40,0
6367244,37764419,57,0
6368742,37765960,17,1
6368837,37765963,17,1
6368852,37765985,15,1
855781,2307641,18,0
6381581,15482414,51,0
6420802,2997771,2,0
6420818,2997699,4,0
6434011,37815104,45,1
6434041,37815251,46,1
6456300,37834546,21,0
6456388,37834676,62,0
6456410,37834662,62,0
6462712,23350184,5,1
6469220,37323915,56,1
6469286,37323909,54,1
6469361,37843532,20,1
6471674,37845093,56,0
6508878,37871713,6,0
6509068,37871949,75,1
6509138,37872122,86,0
6540510,37897007,59,0
6540772,37897255,27,1
6544065,12938981,52,0
6544129,37899720,75,1
6552458,37907196,64,0
6552710,37907513,34,0
6553028,36278502,10,0
6553046,36278430,10,0
6553136,36278412,9,0
6553142,36278516,8,0
6565349,37918750,56,0
6565387,37918738,56,0
6587965,9600617,48,0
6593166,37942664,54,0
6593280,37942725,87,1
6615867,20410244,17,1
6618179,37961410,11,1
6618899,37962065,74,1
6618970,37962037,75,1
6637108,37974251,91,1
6639986,37976681,8,0
5729874,37226011,51,1
6656880,37989941,24,0
6657162,35329343,1,1
6657186,35329420,1,1
6657216,35329340,5,1
6663543,37995213,42,1
6663808,37995453,61,0
6664498,37996269,16,1
